5000 20000
3004 3773 45
248 4791 19
731 3690 67
1992 362 55
2425 1075 28
640 2636 62
3981 2494 94
4600 4356 56
919 4801 14
1336 1703 66
332 3435 100
3527 2625 84
1942 1332 18
1187 2341 97
81 3754 89
2520 3066 96
2044 4483 34
363 3655 91
2904 896 77
4407 2762 64
1559 3270 68
2977 1060 75
4775 1978 74
2305 813 85
1261 3501 70
1176 356 24
1887 3271 6
3095 1716 14
4952 1787 56
4911 344 39
3204 565 80
2537 3253 56
4656 3927 75
128 450 23
1971 4957 93
676 2631 64
22 1404 81
935 1474 97
293 266 88
2892 4432 17
278 3964 99
1782 2226 47
362 1950 66
3118 1367 20
3763 4490 87
4027 1892 36
550 4070 55
4410 4759 85
344 2778 9
2875 1343 10
3518 3648 70
119 3496 87
196 3392 90
4814 3398 98
3092 2132 45
1168 1301 30
604 1340 5
1957 4440 26
2382 2098 14
659 1629 38
4581 753 4
4296 2990 55
4418 3625 44
3321 2917 67
360 2825 83
4991 479 28
2910 3367 29
3108 2627 94
2210 3106 33
1773 1808 8
4647 3501 97
2904 4787 50
3224 2609 27
4553 3789 26
3393 2886 71
3140 2281 85
2083 1168 57
2017 4559 20
2523 1493 42
601 3030 2
366 962 6
4978 1691 3
2593 3637 66
4996 4280 41
4364 4563 90
2336 2718 70
2690 4282 50
1502 4530 85
2167 4210 99
1571 4345 93
4394 3764 25
1794 2804 71
3206 1191 83
273 4382 50
2050 392 65
2325 87 58
539 3222 97
155 490 63
1365 3245 68
4687 103 57
1394 2140 74
4771 509 40
1752 4438 4
4756 1451 86
2672 4284 35
3123 614 22
2165 4179 95
2828 3580 27
2637 3191 100
2722 2510 31
1313 3000 35
1246 3038 42
3417 3856 2
3806 1495 60
103 3959 62
3563 3382 24
1548 1648 45
3243 735 59
413 2598 25
2307 4782 86
2870 4890 97
2414 3302 29
4901 4012 3
4351 4692 50
2917 3504 93
3369 3625 26
418 146 75
3821 274 19
2517 3697 100
34 3965 65
230 3486 49
4340 3100 50
41 2725 19
2014 4708 33
1615 2602 18
4104 2933 74
1334 4846 73
1721 1709 54
1530 1717 97
3976 2463 48
778 2322 53
945 4661 31
1626 2282 91
3204 1437 90
1599 1460 53
113 800 53
4940 775 35
3421 1968 59
1582 2207 95
3612 3855 43
4157 4111 73
3270 1206 7
2217 4836 94
308 1046 16
578 3431 76
2526 4899 61
3673 954 40
1099 3071 80
435 4987 87
4749 2274 28
3600 2597 73
743 2829 11
1303 302 25
756 1450 57
3142 210 63
2570 2900 38
1258 1068 9
2007 1441 63
2885 2128 41
2584 339 17
2936 3860 50
851 4155 27
2822 2115 74
210 4687 10
3946 4990 70
859 2001 79
2039 995 29
3036 1298 100
1887 1659 27
2863 2882 77
3017 69 21
23 2750 88
1028 3500 57
4603 1989 37
1354 684 9
3911 1087 51
2076 2065 10
4979 3613 60
3379 676 95
1337 2125 34
648 1835 18
1042 3469 22
2479 2885 81
1447 1424 60
4036 1811 53
1697 2103 51
4086 4234 77
1409 1494 94
2880 33 41
4271 99 73
1847 2345 53
3397 2022 45
3796 2006 84
3176 1472 14
1866 2868 64
1260 235 31
419 4404 4
2950 254 3
3068 4899 48
84 2314 65
2786 39 78
1486 2825 88
2762 2722 48
3327 1521 42
61 2823 65
3093 2208 53
2413 3864 12
4116 2468 17
146 329 1
1693 634 9
1420 2191 79
3991 951 5
2188 187 47
4102 396 52
3252 1233 74
2853 1132 63
4945 3415 54
2944 4408 62
2184 3994 100
1600 3388 16
2697 204 50
549 1995 72
2915 1422 71
4308 2869 1
1849 4915 81
4660 2452 61
4859 1643 50
299 1644 91
3463 1399 44
3764 1870 52
3709 2129 9
547 3921 67
3981 338 57
509 2597 60
1973 1403 39
4674 3583 85
2707 1824 41
2101 1277 13
941 4514 81
1881 910 70
2084 90 73
4763 2491 93
4185 3731 72
4759 682 20
1366 1956 73
3574 3589 75
3416 2949 27
1757 784 24
188 4834 22
2117 1282 77
3291 1735 16
3162 4537 28
460 3111 12
4839 732 3
4782 781 58
200 1934 26
3158 4720 100
4368 3147 4
4096 3614 95
1054 505 70
3344 34 54
3869 4297 74
3387 4375 2
4516 2696 99
2704 3567 49
807 782 3
422 4545 33
4900 4393 4
530 3450 27
3464 4419 31
1579 2416 2
4482 2631 81
2281 540 69
2570 4254 38
2089 3132 10
3522 2552 18
4410 955 83
4539 4646 60
823 367 59
442 3664 90
807 74 74
3902 2481 36
1918 4167 35
93 208 2
843 4070 58
1443 1885 47
2789 1054 45
2521 283 54
468 1168 14
246 1963 71
4927 3749 83
140 3173 92
2110 3683 13
2004 3238 69
273 367 98
169 2621 68
2091 3198 88
2586 3278 14
1679 555 48
825 4505 83
1098 80 11
1328 2179 28
1637 974 66
456 3967 35
4367 48 72
221 3654 86
406 1015 17
2656 3560 73
1619 3958 47
4357 1712 98
3092 4013 73
2779 1461 82
4770 1275 96
2731 4713 88
564 401 13
3533 53 65
60 4120 59
3147 3507 44
1715 3405 56
2108 2184 28
1480 4291 21
4327 3640 61
2270 3857 72
3127 1897 33
2242 3119 65
4184 4275 45
971 8 11
1655 416 85
1160 4918 28
4007 3113 43
879 2691 45
4228 4519 32
3444 495 82
2429 2877 99
1515 1810 68
3502 4431 21
124 1514 92
1920 1996 82
1117 3702 67
907 3297 88
1049 3241 100
952 2945 94
3074 606 45
2135 4133 62
694 1823 99
3191 3632 58
3673 1606 89
4327 3804 37
3765 795 98
3237 3132 29
570 1318 57
1961 2776 84
303 1280 65
2499 433 5
1365 3883 32
3462 4166 50
3555 80 78
2594 2126 66
1815 476 15
4180 251 91
1437 3483 25
4252 860 69
1129 3774 28
120 4610 100
2094 751 59
4041 4528 51
3613 533 35
841 1027 80
1198 3765 86
1029 3834 53
2521 3937 33
1473 1856 22
3299 2986 12
1594 3713 90
940 18 12
3346 4160 15
1031 3524 90
121 932 88
340 4978 19
2673 1729 56
2591 1771 92
3282 1926 32
3913 2954 96
3124 280 55
3793 4472 56
828 3794 14
2597 4972 2
1445 513 5
2787 2143 67
654 1207 5
1717 733 63
619 2684 71
3651 3362 18
1804 476 47
228 283 84
3557 394 49
4464 3852 56
3832 1618 99
4781 1838 100
3682 3589 46
1810 3563 7
3787 1880 24
3607 876 78
3918 161 35
3626 674 12
3756 59 79
4087 1694 28
2833 4664 55
760 4215 84
3462 4229 78
1749 1898 61
3246 788 20
4522 478 77
3683 2366 92
1629 1847 9
2538 3071 26
972 3203 82
4999 1877 48
4859 2764 12
3239 880 30
3583 3625 88
2964 4665 71
3766 892 100
4210 4741 14
2102 4044 83
3051 2723 23
3517 1474 2
2199 1297 86
264 1418 9
2463 3075 58
2790 4704 22
4344 4726 21
3420 191 90
2424 2819 46
3331 748 81
4265 1921 99
4481 3587 26
4628 756 18
2586 2469 60
3452 3971 27
1357 1256 91
511 3357 60
672 2022 55
1289 48 82
2827 3644 66
3155 383 12
1912 722 49
3308 1571 41
1566 4349 15
4401 3703 65
1105 4944 9
4401 4612 61
4385 1487 64
3899 2099 93
2151 2367 91
3369 2691 28
2871 1506 52
4479 3202 32
3097 4693 39
3191 221 81
1222 703 34
2474 2448 91
2738 3393 89
3734 298 84
3360 3514 55
2744 230 10
1239 2483 87
3489 3686 67
350 3591 12
4136 620 2
1984 1646 44
2249 1076 24
4245 1757 22
4646 439 51
3583 2743 35
4526 4895 47
1983 4768 96
1630 1838 90
2155 3358 16
4816 2306 95
734 4862 51
3299 3883 52
1162 1988 95
75 4456 16
2499 2396 1
4598 2895 75
1878 1617 96
2429 4058 8
788 4779 64
4220 277 52
1466 3775 6
1392 3078 70
4257 858 75
1947 864 27
3551 4088 40
3783 473 63
2917 3755 42
2161 2385 37
3150 3893 83
4894 3828 95
997 4766 7
3505 123 31
2454 2213 10
2466 3253 36
2621 4595 35
4909 3534 75
3200 194 28
798 1484 12
218 2333 32
4404 4490 17
2770 15 64
993 4565 89
2221 1705 35
1144 1746 79
2119 291 16
3542 1491 33
2647 4420 10
1788 3894 18
3558 4140 87
1828 4913 29
4203 4792 95
4953 4857 57
2000 1140 25
2482 1805 17
1733 950 40
2100 1368 66
2507 4155 4
3010 1943 51
2016 2680 12
1713 2516 19
4484 2573 46
3240 284 87
3850 3008 7
3197 801 34
3893 393 35
2670 1752 11
3329 3989 88
2717 4668 51
3454 1576 45
4162 3967 53
2959 1354 33
3138 2590 100
2829 1342 33
2234 3981 44
2718 1023 8
1173 1772 21
4518 2635 95
4607 2910 32
3082 2023 44
3498 3634 70
2949 4953 71
3444 3869 47
1059 1484 82
4415 4073 96
4258 3792 42
1240 4936 56
2730 4289 16
1616 225 81
29 1671 97
530 1640 90
3572 2543 1
568 825 60
2293 4172 62
4477 1640 46
1255 4533 93
4960 4448 19
991 2263 39
773 1770 95
2897 833 47
3960 1220 24
403 1256 27
4521 2900 91
2955 4427 57
1001 2374 96
2991 2568 78
4620 3361 50
1163 2249 46
4451 2934 11
3393 3928 41
616 1124 68
1273 1035 25
1495 1566 67
3267 2280 71
1725 3017 21
4259 914 32
1308 1468 69
2804 1816 50
3223 3744 90
4705 1733 22
1500 3391 64
2153 1268 66
278 2308 90
3961 2995 93
4167 4920 25
1109 1578 55
2045 4753 78
2482 1137 81
740 1343 8
2703 3491 21
3070 2895 78
4853 2876 40
1656 945 95
4887 3537 62
2879 2476 84
108 3357 74
1217 948 4
263 3655 13
1709 488 42
1877 4831 10
1313 1691 85
1850 3995 74
880 4048 62
2909 3070 30
1171 2253 29
3130 2797 24
4190 2899 73
953 4429 62
1045 3278 3
1958 2247 38
4424 1069 47
4403 3644 37
1148 2577 100
531 4663 78
2390 656 68
3187 3793 8
390 1663 35
4272 765 4
3447 3842 24
576 1350 37
886 3658 88
4266 4990 88
356 4270 86
4166 4476 47
4822 2316 91
4169 3593 68
4859 4912 58
2390 3956 86
3828 3754 99
2402 2372 60
4480 1208 95
2177 3086 19
4316 175 94
2344 1393 6
3337 3443 36
887 3161 22
28 3992 31
3322 1536 91
4213 1063 38
4417 4258 59
1894 2116 78
4755 1741 32
209 3676 90
3162 3108 49
1143 3461 97
1650 1988 67
2974 4083 47
3614 679 58
4885 2821 44
748 2392 12
4781 4587 72
3222 2143 46
3784 2346 98
219 1307 2
1790 3217 45
2591 659 89
3432 2479 46
2808 220 22
4315 1994 4
4891 2394 30
3855 1907 75
1067 3312 11
4104 956 81
1073 2681 42
999 3254 81
1772 3838 75
870 4719 9
3745 4671 10
3 766 55
1686 3865 40
364 4775 48
2191 4231 27
4644 3022 14
2515 4539 94
3847 1080 54
2291 2998 97
2332 1099 38
217 2826 20
3071 3834 73
1128 2550 24
1963 960 82
4539 204 18
3535 2582 15
1921 4530 46
1406 797 37
696 969 77
286 4614 96
69 3110 95
3402 3706 66
4114 628 16
703 2975 22
2138 1191 29
2699 122 100
712 2222 7
350 320 72
1853 205 52
4713 1494 53
1577 2952 20
4130 3987 8
1450 2144 30
4522 2612 14
3313 4407 18
536 142 74
1709 4000 48
4647 1006 61
4164 2283 60
3222 2059 27
3296 2329 99
3606 4022 51
1792 4505 6
689 2435 11
1517 4679 86
4461 3722 64
3293 4961 74
4463 3450 43
1237 3555 26
3048 2603 83
3648 1552 1
3384 4805 88
1609 2597 53
3689 1032 28
4002 3270 38
4212 671 97
1706 2754 98
4708 493 18
1268 681 16
2028 3817 6
4918 1080 17
1826 3851 64
4881 2035 88
3746 1877 68
4426 2667 47
4494 1050 74
4946 2852 86
210 3389 59
3551 4988 4
787 2259 11
4754 3208 57
4233 2526 90
3930 3571 21
84 1390 36
3330 4021 35
4095 2709 23
1936 1153 88
4459 2751 3
4125 363 85
4156 3321 5
4113 3166 100
1197 341 4
127 3192 24
2018 2023 94
3687 1678 50
2251 2939 31
1194 3254 26
3243 322 61
4901 4503 4
1752 2613 82
1311 3746 62
2389 3612 80
4329 1362 100
1842 91 89
311 1636 52
4373 3424 62
2513 49 100
2495 3074 58
3360 4665 74
252 3219 50
2666 2191 47
3342 4293 57
477 203 90
4841 102 5
2954 2055 8
998 3593 8
2455 3639 6
2057 2898 49
3437 3893 92
3829 2253 63
559 2454 100
4043 2504 98
4339 72 55
3617 3568 18
4516 2923 27
3671 881 96
3473 763 98
756 10 82
4993 1801 54
1252 362 3
2514 4117 81
4114 4622 36
3034 232 73
1119 1807 48
1335 4267 9
2509 2369 55
3086 989 65
4481 2034 93
4156 856 93
3037 4203 55
996 2555 8
810 689 44
2264 1345 54
2177 2378 66
1444 1996 53
4999 2715 76
4253 1006 98
1475 328 24
1876 766 89
1320 2290 7
2727 2323 50
3907 3288 73
3904 4988 68
4550 1115 55
3047 420 64
3935 1602 59
1495 727 9
3098 228 25
1547 2636 96
2321 1632 52
1454 270 34
4656 4487 61
594 1343 77
1027 1838 15
4255 234 26
1634 2437 58
3015 339 12
1048 3864 58
4172 4556 97
3810 3244 39
3543 2810 47
2849 4073 63
1411 4707 60
1456 2174 9
1580 1352 77
2397 4778 53
1904 2414 50
487 4720 4
4855 3214 50
222 2844 22
4510 2189 14
4286 300 69
1319 1613 50
979 1252 3
1193 2663 81
3887 3195 48
1903 4554 5
3461 3410 23
1607 1891 1
3044 3870 21
2615 4680 64
3947 4235 82
1427 485 48
3213 1973 64
25 3249 34
3332 2879 54
2258 245 25
3533 429 11
1769 3983 26
1979 4669 4
2974 4087 9
253 913 100
2507 104 21
1517 4772 61
3533 2936 43
771 2210 25
2106 1540 45
3121 3567 97
3740 4990 12
2217 2108 50
4793 4775 75
3016 4227 92
2895 907 4
347 3367 22
2506 2984 8
3507 4878 44
3761 4765 40
2641 1050 8
4715 4886 57
2867 3091 35
1170 1859 91
1 1776 33
3207 1208 59
827 1486 96
386 1522 40
4898 1820 44
2295 1453 85
2273 3359 91
3321 1412 75
3532 850 90
733 3341 21
1205 2179 52
3759 3883 24
646 33 98
945 4112 11
2261 1289 85
3229 4682 27
416 4933 59
3464 514 10
3113 3782 21
1479 4698 76
1982 4616 17
3161 3099 13
369 2769 31
3445 2512 97
4430 3983 91
3062 2453 49
4388 2908 73
1263 1036 49
3555 2020 72
4394 2446 68
4834 1551 16
3610 2732 23
2625 3575 40
214 4478 97
4956 2998 68
2073 3196 15
4424 3333 81
2037 3017 39
3582 4601 43
3255 2312 63
4731 2792 27
4326 1593 44
390 2842 32
958 1213 41
4851 2499 74
2484 2711 65
925 4756 94
3238 4178 69
2932 3497 50
2864 3321 67
118 43 45
3449 3913 78
3428 280 30
4698 1731 51
3437 4867 58
3024 390 38
1883 1925 13
3722 3804 76
517 2306 23
1153 4711 32
4573 961 78
1405 197 92
367 4803 43
548 2039 75
4884 172 86
2415 800 57
2975 3161 47
3712 1211 23
3073 4230 26
4722 579 7
4676 3865 42
4009 3372 69
2222 4911 60
1500 540 10
2015 4016 10
4236 2340 37
3198 3255 98
1236 1698 25
602 2321 37
4157 3427 96
3498 4541 26
1934 3508 36
4356 2912 6
4080 4803 16
2362 4905 57
1700 2078 5
1196 4826 86
4645 2422 56
4222 4825 69
4417 4062 41
1160 852 62
1074 4255 61
56 4838 51
306 4457 62
501 3858 74
3946 1546 19
56 1057 86
52 4796 5
2273 166 82
3639 3667 68
1606 3980 69
2663 868 94
1487 3065 23
4351 189 57
390 1198 60
2714 4614 7
586 2195 63
1094 4252 36
1593 653 94
2798 1473 44
445 1031 42
4630 2472 5
1551 4136 62
1436 1213 46
1764 191 65
2127 2908 1
2533 402 58
2354 3306 98
3521 3861 59
3504 4327 27
2240 4692 2
4689 3275 55
3364 350 86
2288 3313 85
3229 385 65
1620 4907 56
64 2557 10
2169 1859 95
493 3469 66
3254 3695 7
3173 4492 50
575 3789 9
4995 227 93
4523 4663 28
1671 2729 16
3284 2358 63
2815 1961 93
3954 743 67
1500 1235 55
206 1524 53
1544 779 41
4238 3433 41
3641 3032 24
2845 1525 80
1456 1055 43
2662 4567 42
2894 671 15
2079 139 60
3214 3048 92
4241 3219 26
1337 4970 96
1273 1926 96
2502 2719 54
2764 4408 68
1661 2773 1
1487 1691 70
3450 106 4
2862 4814 67
3860 2688 40
3718 3311 75
3551 848 61
3346 1185 11
4744 857 54
4028 605 47
1776 4755 55
3331 532 62
2264 4929 97
1960 966 61
1196 4548 65
20 1677 26
519 514 58
2274 3138 57
1381 448 55
985 3613 55
70 1505 33
3566 2764 58
70 911 48
193 1999 13
3988 666 61
622 1254 12
4769 698 70
4932 2835 94
2581 325 23
2332 3013 14
315 1370 24
4680 2728 42
3958 4735 77
1545 1563 34
3291 1240 45
536 620 29
4997 911 41
4234 2419 100
2819 4275 87
2992 528 43
3596 1262 23
500 2983 49
4318 696 10
326 2961 98
3021 3014 61
3656 448 42
2065 4323 14
407 126 100
1582 2711 67
3279 4470 84
1398 2573 65
2629 4502 90
3140 2319 97
3315 4240 70
2759 677 8
4052 1155 71
3026 12 65
1425 3051 98
9 3472 12
1578 596 72
2011 2499 98
3421 4339 80
3049 822 97
4910 740 94
4599 2689 72
4143 2407 13
2953 157 57
410 2844 57
3206 4438 19
2075 4487 34
1033 2800 3
4992 863 58
3909 2402 39
2088 3014 92
3671 269 95
990 2382 82
217 2379 33
2520 3327 70
4200 1640 68
2042 3734 53
702 2961 81
2309 4345 92
3852 3796 18
3958 3510 89
1213 1198 72
2192 335 80
250 750 3
536 2682 33
2382 1187 64
3213 2287 14
1791 739 78
9 1129 90
2488 668 78
3193 1044 33
2498 537 54
1579 1476 33
1038 1451 49
4562 2888 71
2505 4757 4
4905 580 55
4163 3318 79
2059 3171 50
1862 3463 11
382 601 82
2207 124 71
3256 3623 23
3854 1564 59
4397 3058 84
2275 2394 85
2447 1545 72
3511 1250 69
882 2752 64
179 3722 43
897 849 74
3478 2954 27
2422 854 20
1610 4857 32
3552 3445 98
347 4798 82
4985 3277 50
3703 78 77
2439 4771 7
3486 2514 95
1544 2097 63
3711 3965 54
3155 1448 74
3737 4203 10
2296 4691 46
3694 2058 17
1978 3468 53
2661 2396 62
2748 4452 57
1510 2512 93
533 1267 28
245 1276 86
2427 3981 89
2319 2137 32
2965 2256 55
1876 2248 58
1711 2328 20
3906 3937 7
4960 4506 34
2785 2136 48
1169 763 1
4490 2414 18
2317 4554 79
2713 514 44
4724 1443 12
1232 1490 14
2358 114 3
1427 110 17
1863 3228 100
328 4581 73
4993 4541 98
2283 3276 21
1044 4879 38
4298 3526 93
480 858 98
1655 1524 8
3432 2943 48
2950 4197 67
1596 374 11
4149 259 99
652 4305 71
2855 2571 73
2046 519 51
2251 1846 30
1882 1660 81
937 3496 3
1757 2923 45
3591 4136 46
2803 788 65
2446 4330 30
4245 992 27
3558 1495 78
1159 2856 28
2696 2107 25
1007 4813 12
4518 581 70
2213 4893 15
4968 253 96
4814 4433 60
4056 4272 47
1230 2361 73
3668 2256 24
2713 612 66
4289 2764 41
2921 1738 77
802 3378 99
3635 4051 100
4503 3092 98
530 4405 32
1959 2363 75
2728 545 52
4281 462 50
4373 4862 56
2268 2984 17
1765 3072 56
1602 914 94
4015 2580 70
1700 2605 63
3100 4675 86
2545 2189 25
525 2682 36
2379 3358 99
3646 2643 63
2355 4612 43
4408 3503 22
2867 2206 9
933 1034 34
1064 766 34
3281 2030 11
3469 3813 62
3040 1795 47
688 2903 74
3113 2059 51
4596 310 44
2460 1163 87
3816 4997 27
1343 2449 17
2419 2336 9
2320 3805 71
3443 2437 4
2931 4016 23
2749 4896 46
288 1906 52
4012 1339 87
4458 4996 88
3244 2496 52
3521 72 17
3074 4681 14
2328 4704 69
3093 2371 5
2285 3689 41
2722 4018 55
3504 4854 85
754 4750 8
3948 1473 99
3776 2412 5
2445 1749 16
458 148 55
1745 3090 47
3801 581 87
657 3990 50
1457 813 18
2593 4460 40
2560 4475 39
3276 4747 96
3822 2119 23
564 921 39
4384 3936 28
1970 1036 67
3810 3428 2
4435 4019 15
2120 3841 13
3880 124 29
1832 1117 76
2780 3656 18
2528 744 71
877 4132 9
1440 4795 50
1624 4891 18
362 925 46
1917 2774 45
1126 1651 86
3219 2794 11
4395 3293 34
797 1736 76
2996 4972 95
3090 2594 21
4221 1102 25
3969 1208 81
1030 6 25
4129 3818 7
1631 1574 89
443 2508 81
3240 1542 7
3292 4930 58
727 1014 74
2511 4649 48
1078 1528 37
2165 2549 57
3321 4949 8
4945 1851 23
4287 3487 66
1227 1125 55
1978 4704 19
4385 4566 9
1576 2676 98
3199 2147 37
3248 1110 80
4310 1095 46
1845 4733 69
2486 550 20
1245 3519 32
3319 2548 94
4786 4396 23
4664 4381 68
1359 1469 88
2971 3922 8
342 1094 21
4202 3077 37
43 4264 36
789 4540 48
2296 1111 73
3626 3068 17
4997 2704 6
1541 554 34
249 4415 86
1660 3479 87
2068 1351 7
810 3651 69
1264 1141 23
3763 2267 17
1993 1826 25
3923 4548 31
3170 4141 17
4029 3678 51
459 865 78
4250 567 34
1236 768 93
4827 383 70
2665 4889 21
1796 3244 6
1170 1160 70
1837 811 13
3011 107 39
3431 3541 9
1012 3733 95
3952 4563 44
2673 1459 97
4378 1189 26
4539 217 73
2505 4825 61
888 1846 22
298 3004 12
319 4923 44
277 3523 57
3828 3477 43
3851 4506 9
763 114 21
2463 1065 68
464 1085 8
3800 2519 56
892 4151 90
2980 4195 41
3871 1171 64
2349 1598 93
4931 706 66
4720 265 16
4780 2925 54
3571 2809 73
4991 917 53
3569 4287 84
4346 144 55
3030 3058 99
1155 3874 62
2941 1702 70
4053 1977 63
1525 4479 23
4907 3420 82
1823 792 14
2926 4573 80
2514 3980 5
4522 2589 38
2325 2150 88
2425 2971 57
4596 1676 83
2230 2171 22
4551 2511 55
4847 28 47
2938 268 69
4504 1421 84
3677 910 92
3805 1225 1
4137 700 57
2915 2069 28
3891 1011 15
198 2016 13
1152 3320 46
122 120 14
1431 4835 65
4342 4155 42
2161 4379 1
3501 3353 4
3688 1221 62
537 1172 18
699 4588 99
574 3407 6
602 637 52
22 3536 37
2528 4070 48
4246 1235 12
2148 302 60
2012 897 18
46 2302 7
1252 80 30
4983 1427 71
3569 1544 43
3592 1438 80
3136 4632 91
418 3617 14
348 2231 26
2612 2715 1
1102 3448 80
1478 2156 51
2456 82 58
874 3835 61
3713 3270 91
1206 3808 9
1591 1636 5
2164 876 52
961 1737 75
4189 4595 52
1722 3089 58
2177 4088 53
778 440 91
656 1008 19
2459 1151 44
625 726 89
508 1144 38
1211 2527 55
4064 1540 25
1620 1960 2
1460 2665 25
4495 253 85
2883 1061 43
56 4524 56
862 1333 24
2430 3494 95
3785 2037 29
4656 3108 68
4004 1010 58
1368 1443 52
1871 4608 30
2886 1977 12
1557 3747 10
2547 2114 91
3460 2783 56
4814 1592 54
1868 3226 15
4694 1145 2
1024 2116 68
213 747 11
4244 3742 19
3502 256 61
1931 2198 11
937 1270 54
1898 3176 57
2422 276 58
1152 4204 14
4744 4279 37
4760 2580 73
561 4297 13
3187 4871 96
3282 2446 58
37 4621 31
105 3080 53
3462 3732 67
741 3042 5
3781 2203 39
3364 158 81
2111 253 91
2462 598 87
4657 3803 34
3082 1666 64
1248 195 27
1462 4812 84
3675 4227 41
4961 3490 99
2782 552 15
917 4311 25
2382 1473 7
2048 2399 29
2104 1155 91
1355 2413 18
3229 2792 31
3867 382 78
4042 743 98
2955 3173 91
2066 3707 97
1514 1216 10
1320 3442 68
3330 338 25
3604 713 99
2162 616 34
2780 4969 44
93 635 79
3352 655 77
2863 2475 67
640 2706 100
41 3483 27
2925 1186 59
1686 4590 91
0 1837 45
1945 2883 10
3487 229 68
1680 2067 8
2553 4791 44
289 3601 55
1014 4936 26
3601 3702 59
1658 1493 94
3337 4293 27
271 951 67
4523 2087 80
3537 3023 35
2266 495 13
4603 108 6
4345 2401 36
1563 3496 35
566 2503 92
1746 15 5
1819 2443 76
2798 1318 84
3514 3249 97
1856 1555 93
1768 2810 89
2665 1369 99
4625 4189 66
1211 2260 8
2915 2087 75
1456 2569 91
4107 4266 68
3658 3033 93
4441 11 20
2837 2512 46
1104 704 69
865 574 7
4927 3284 63
427 1418 4
4180 4575 16
1107 322 85
2935 2464 76
1045 283 73
778 1462 45
1006 112 14
3217 3929 90
1974 2932 94
4765 324 9
1883 302 64
3319 2636 22
1726 1082 17
3411 1815 67
2890 46 17
1939 3706 64
4839 1189 85
2615 1384 47
3103 2950 54
1530 1766 34
867 1018 65
2088 3489 39
378 1555 3
293 1087 20
2716 3680 53
937 1325 7
1463 3257 100
2842 2830 83
1658 575 34
4206 2685 33
1893 145 60
4127 1655 39
1138 585 32
2545 1860 96
4772 4227 3
929 4853 71
2063 2732 70
3772 1841 95
2623 4074 54
4511 2004 83
4503 604 45
1966 199 48
2622 3638 49
1424 588 50
4421 416 26
18 3150 96
2859 4109 96
4920 2533 29
1864 180 76
4730 1957 82
1715 1360 100
303 961 62
848 3505 46
751 4049 48
2190 4749 72
1531 609 56
4475 1312 9
3625 140 67
3514 3994 40
2885 4768 58
3154 1087 89
1302 4879 32
4804 1269 29
99 3194 65
241 4887 87
66 2922 7
2248 453 23
3809 2783 1
3756 932 34
746 2874 18
4883 4300 72
2036 3430 40
2643 4995 57
734 1469 52
558 1543 81
3638 1291 86
94 106 18
1289 4012 7
4624 3645 23
3018 3824 85
153 3041 32
856 55 82
601 2027 42
3074 1079 71
547 4576 30
1356 1938 91
1611 4753 22
919 4212 42
4232 1183 93
1389 3531 62
1953 2851 88
2773 1682 99
3739 443 4
3314 3090 63
4110 4656 12
4535 1131 30
1966 4536 84
4338 3068 11
115 3497 78
797 2461 66
4649 176 60
418 2764 34
1432 1206 23
1752 2463 69
1058 1445 22
4478 1991 75
505 1010 37
4701 450 53
3758 1371 77
173 3548 55
622 1903 64
900 4216 32
4547 3751 48
3724 130 96
1596 2626 63
1866 3283 30
3388 3977 32
3580 2909 13
2157 4083 58
3752 1967 1
3754 4094 99
237 2139 16
3043 757 71
2507 95 77
3626 3473 83
4708 413 49
2130 116 60
4183 2610 82
2347 3078 87
2495 1597 47
928 4532 70
666 547 62
3040 709 35
3832 2031 40
3912 3333 15
3889 4996 10
1057 2447 49
2328 2061 76
1803 3924 48
4917 3673 86
3660 1716 100
3686 1779 55
2181 1815 54
3326 3935 81
1689 3238 63
3217 3194 34
2847 4162 49
4092 4114 74
1155 4920 14
361 1527 28
369 2071 81
4560 793 6
3781 4758 35
3757 3194 58
3878 3399 49
2793 1375 86
2541 1980 55
4495 2455 46
4862 1357 41
614 3344 14
4531 2228 94
1259 4362 19
2797 594 41
4621 1872 16
2112 1571 67
1054 3625 77
1337 4825 49
9 3818 39
1049 706 55
3753 3182 12
2819 3647 12
3612 4431 8
3339 4559 27
4270 2485 73
4058 934 93
2951 2528 79
3674 375 44
3230 2403 31
4068 3314 17
4667 561 74
3913 1024 91
3199 4216 10
4674 901 44
3807 4430 94
3072 2501 70
101 3668 40
3782 4275 22
4650 2706 91
2196 2655 62
2165 950 100
64 412 6
4905 66 29
833 1348 87
844 4643 58
3928 759 41
3421 939 85
4995 99 79
4907 4541 72
1123 1133 18
257 4911 22
4669 3817 56
1777 2765 84
4418 4196 96
379 3635 37
3232 4979 8
3138 1209 95
2169 623 9
439 1812 30
3830 1266 79
3452 4283 23
3432 838 87
4059 749 80
3691 3002 49
852 1649 38
4301 3182 82
849 4249 65
4094 929 4
616 819 38
3257 4104 76
3317 3865 6
1578 4094 83
4583 2840 74
1817 2533 92
1689 1970 81
3411 4504 63
4783 4954 7
763 470 8
4306 1368 15
3996 344 16
4721 709 79
1846 1655 83
2408 3115 54
459 623 68
4744 4267 31
3288 1919 36
4219 53 31
1012 4581 89
1342 1911 63
224 3996 2
4704 3501 65
2326 4060 65
1881 3770 46
3428 4874 80
4191 2223 6
128 2759 89
4492 1741 96
3765 3996 70
3485 3265 72
3720 1499 92
4851 3818 88
3101 4886 34
2497 3588 99
1535 1647 44
3253 4375 72
1304 3822 46
2981 1380 2
