20000 50000
8850 13920 64
17095 13352 87
1897 2354 99
15907 6977 60
1720 11438 95
6135 4497 14
130 15113 97
11799 18217 10
6114 19248 61
7190 299 70
16360 11370 31
12674 3054 87
14964 4879 59
16901 19933 8
14754 1738 12
320 18280 81
9876 16467 75
12838 2229 95
5568 9833 28
14031 19113 7
9887 19664 67
6232 17575 45
11856 10362 55
7658 8851 58
5043 4350 99
16901 8377 9
6249 19442 94
7380 9112 22
19283 16392 17
4966 4715 80
10567 4452 96
4183 8871 82
16924 17240 3
6772 6484 49
15007 1414 94
14543 15939 20
15127 11672 59
11577 4104 24
1210 13794 53
9172 8902 25
768 10622 58
440 1607 3
17237 888 21
16169 12752 55
16542 5692 94
15386 18068 43
16488 18637 62
4232 11573 46
14854 6076 34
9877 6473 82
18777 11314 54
7072 17306 38
5528 13262 23
1199 12841 36
17283 13288 80
16367 955 64
12885 10726 24
12330 16955 54
5471 16679 62
10631 7233 45
12371 8107 83
19364 13570 72
15439 3533 43
14951 9061 86
5552 18709 26
10446 388 18
8130 2350 11
1317 1429 7
2651 6927 49
10229 3309 81
19921 4624 83
11937 6428 98
7858 15239 47
13781 203 91
14605 9349 55
15620 425 97
7987 12502 20
18016 4847 68
11438 6110 29
8115 15147 63
413 13121 44
12658 11916 5
16826 10231 100
19386 15791 69
4245 11451 20
12069 2950 10
11011 18364 93
7802 11829 7
19049 9189 10
4123 991 25
9112 1729 55
6971 9756 25
14801 5578 53
19341 18771 58
6080 8584 20
15519 10509 82
5720 6869 3
799 17950 95
778 17972 88
14999 9123 23
16757 2372 11
11593 9180 100
852 16094 70
5717 14685 94
5201 1453 60
7505 4272 16
2880 15910 23
6217 2295 100
5693 13369 21
18772 11620 61
17757 8270 2
9387 9492 98
15462 13 64
4697 9776 87
2337 951 74
9612 12203 68
18730 18732 10
5095 17370 5
16619 3194 52
13013 38 52
19944 7899 49
12387 8610 23
16916 8223 82
19276 444 77
12884 8340 15
3978 7728 94
7741 7975 95
14395 13652 33
14361 19603 75
15783 19351 53
9387 11454 7
17480 3864 29
4118 8092 55
8129 14056 24
8147 10390 43
13591 7593 72
3452 14296 79
17187 3581 11
3522 13308 16
2399 10567 81
634 14055 4
5152 15921 70
11335 13984 29
2636 15854 13
7718 14322 41
957 7360 71
13781 5473 64
11583 18182 78
9407 1148 19
14020 1632 37
13967 16821 62
7168 4961 63
3060 14243 47
14625 8876 84
19079 1104 33
10259 3237 94
8728 4675 25
10288 16321 55
2553 11981 80
4075 8733 17
3975 73 29
13481 14875 97
18448 12621 58
13452 13439 74
7086 8007 25
12979 10804 97
916 32 97
19395 16934 36
16555 2401 24
16041 13068 42
15534 9843 47
11171 2917 52
4490 13620 24
18806 10462 6
19587 1922 58
15328 1844 50
6355 10213 81
7848 5024 63
16490 17070 38
3737 1903 67
1266 18725 66
13994 13305 11
18188 1821 15
11850 3652 95
18262 2060 39
5878 12011 44
4564 2559 12
5789 18718 95
1379 3064 22
14809 14801 13
5158 16002 91
15884 6357 82
10092 3729 77
13402 2794 20
2003 17772 94
17777 11476 32
2771 18741 62
11567 10884 70
17345 1141 90
4118 18112 40
8622 17461 84
5809 3090 94
8444 18066 61
2076 1675 12
9688 12949 68
972 17786 93
16616 13486 6
3589 3139 30
7846 14787 28
19375 27 22
4543 17012 28
7625 9868 30
37 19106 1
6403 12323 38
19567 4036 43
7366 12587 20
896 17782 59
3608 12934 56
8918 6602 10
15688 15933 58
11238 12985 10
1806 18359 90
2188 3060 75
12729 19065 34
7558 9464 69
3569 10871 43
7348 8696 38
12705 3748 57
17555 307 100
4115 4136 3
3122 13580 46
10505 15362 35
13868 8424 39
17371 10780 40
17474 19400 8
19850 19679 69
4770 10474 62
14330 7484 14
17424 161 32
9777 7324 66
11621 13653 99
14794 10067 16
1500 13347 3
9923 1261 95
12011 19067 34
9081 12541 98
7079 12472 49
13271 6958 48
9918 12303 22
3523 1771 2
8269 871 45
15615 350 91
7075 11145 84
18993 17586 3
20 15804 30
13979 17047 35
2698 2179 42
4444 7444 30
811 9407 57
5441 12909 57
18367 17001 94
17293 14663 59
12321 5920 98
3194 12786 64
11071 13038 60
7288 4426 91
14201 12851 42
12177 17587 50
7600 18494 35
18891 5107 30
18448 10380 12
18880 15355 13
17316 18519 32
6004 14037 53
1979 1267 24
8068 12715 12
17305 10107 52
15824 19791 43
16268 12238 48
3668 6415 11
7967 369 94
1117 948 48
6526 7369 17
7550 908 8
19757 11315 87
14347 3997 71
13062 904 32
19732 4522 16
14602 4705 92
18074 6204 76
12382 7072 30
1462 18260 10
3576 5526 42
6755 18032 53
2208 17844 28
17970 13009 13
7339 13197 12
6050 14688 71
14267 5741 53
18428 2523 8
17392 16589 60
15620 18940 33
19387 18386 94
16434 8082 28
5118 423 49
1992 3604 7
4246 14385 67
12211 1080 75
19249 19239 7
11184 4174 21
14678 784 8
13322 398 8
4028 6994 2
19137 10131 90
11499 13327 9
2984 7508 13
3611 17758 14
4347 15194 66
5798 19932 12
1939 13778 86
8179 15897 71
4239 15572 78
19816 7590 94
12407 17258 61
16662 4145 12
1435 4144 85
6146 19740 58
18611 9132 20
19053 6957 70
12237 12789 47
8839 17589 86
17463 7357 60
15304 13182 47
4164 3370 53
3596 3385 53
17490 3388 85
6180 17418 84
14741 212 52
18398 18296 76
18382 5967 33
17165 4714 41
346 12573 35
11569 2310 89
10177 1510 31
3229 823 10
1130 11035 95
3481 10603 41
18731 17225 19
15758 1682 42
4287 9332 93
10025 4658 68
16052 2889 4
1311 5621 18
3708 9153 98
17129 17647 9
17161 16494 86
16479 7657 67
12784 18507 29
14907 6139 47
6865 3276 52
9386 578 47
4223 10611 35
5573 2005 4
16632 9403 14
16355 4728 25
2131 4726 20
17660 11128 96
3577 1926 47
7756 12671 36
4732 16154 65
8909 1178 52
8560 7408 23
8626 1407 85
9449 16421 1
14250 12988 31
7672 17220 85
15347 10300 90
4450 7739 90
11550 16647 8
9719 1899 42
13437 12516 40
1538 9648 26
8007 14661 64
5020 6036 63
18777 9852 70
13382 19490 31
11454 5320 61
19581 3133 77
15608 18667 3
15752 13532 7
3416 6635 22
15388 8497 65
12307 17535 94
942 6409 59
717 3203 83
2793 9085 26
15925 19431 7
16656 16664 55
498 3544 79
18965 16979 77
2378 10545 45
2112 8133 52
17839 2886 56
5625 15704 64
1138 1439 86
2953 15311 62
19920 12324 56
3828 14041 100
11384 16086 68
12704 491 32
15050 18280 13
19203 7097 94
5951 12719 1
2840 11569 35
13045 5898 56
6024 18457 48
18784 4768 93
9612 19835 16
9737 12187 95
8851 13815 10
15266 14688 78
5015 2936 6
19859 3774 9
7872 9389 92
2357 13348 50
15941 19243 29
7364 5851 82
1292 18397 96
11115 14780 66
19243 7316 28
16598 5921 89
14504 15306 40
13253 18662 20
6506 9359 9
7886 1212 73
8102 1382 83
10959 7622 31
15030 17791 90
13280 14530 81
2293 15199 12
2443 17610 31
9693 7268 24
12826 1711 45
16219 17938 26
2921 9463 38
5323 16943 26
8078 7847 24
9896 11920 21
17294 6036 23
9372 19307 16
17395 8731 45
8557 14241 84
16613 15038 7
3942 1864 13
19221 12401 92
1044 19690 56
10409 19013 42
6275 9315 31
13506 17747 38
13193 4081 43
10671 5807 63
5054 7612 27
11853 17095 19
11462 1927 96
9108 17523 23
13385 9344 95
399 17245 52
3549 143 57
13371 11495 69
11658 2017 8
7217 12745 54
16198 4599 71
16288 8389 56
532 7637 49
1028 4699 33
15269 6893 56
2953 3029 93
17887 1969 79
1583 8630 59
13138 1119 75
9941 4752 66
12433 14269 95
5057 19345 6
1174 11210 7
17985 9895 10
5343 2068 37
11529 4073 24
19418 12883 60
1901 14521 53
19352 8269 65
6041 7910 9
7176 824 52
18066 14463 76
12690 4174 82
9384 19777 63
13280 4820 1
4154 14496 25
456 6167 50
3652 12418 12
15998 6151 78
4263 14286 35
1534 15953 92
11419 12125 54
965 11405 33
5778 19610 18
16657 19802 68
7741 10504 20
18448 5347 9
4521 3170 1
3464 14025 81
16182 10192 11
11647 852 54
19911 2560 32
3765 18446 72
11252 10601 57
5064 10393 59
10716 6143 15
9443 6500 92
14575 8050 5
8488 3001 92
14231 16842 54
15259 12918 89
7333 8161 38
1311 6071 67
8739 16282 13
11598 13985 79
13477 3133 87
5430 8691 61
11253 4818 23
5287 13935 50
3681 13284 19
17497 17686 54
6281 18017 56
11030 18349 97
6267 12652 89
2723 12973 88
11760 5613 36
12271 1963 53
18087 19122 65
8309 15643 64
18168 12316 26
11587 16558 70
2605 7269 76
238 18858 87
4454 12366 38
18067 13949 17
11195 10403 19
17351 3902 98
1755 16428 83
15303 9700 29
1600 16674 4
12528 9871 42
13128 13979 46
2673 1571 82
14088 1516 79
19400 722 4
6071 2331 45
16711 7791 81
5220 8366 20
11825 9163 26
2109 7258 74
9656 8971 31
4290 10260 10
1402 13583 9
4610 15164 27
2932 1619 21
5015 12921 80
14411 14966 89
2924 8207 92
2954 11248 43
13904 9986 58
14204 16111 70
14987 8621 51
1589 13089 28
15908 861 73
9029 3500 15
1632 13819 72
16970 13307 80
18137 6595 12
5366 7886 32
4619 18719 29
11141 19300 1
135 12748 29
13346 13917 97
14066 12996 7
5784 14479 100
5764 18812 86
2619 12782 75
6977 2349 97
6536 6132 37
11202 7937 3
2751 17682 72
13920 6481 85
12203 2185 71
1954 13077 4
9315 10077 68
1669 14277 59
5732 2349 31
4300 19387 41
4683 17462 1
10091 14270 22
16625 7894 17
14994 7517 30
3905 5224 53
9526 3664 90
14956 5979 94
8735 11017 27
17262 15201 59
8973 12925 38
16779 12615 98
902 8686 89
14346 9901 34
16550 18213 64
2703 15026 80
9810 7070 12
12309 16030 52
17792 6074 28
7170 5955 88
10924 1599 90
8756 1747 39
1938 4552 71
15661 9066 46
4014 14235 53
6099 3813 85
12448 13220 22
11271 1716 86
16606 12829 54
17569 5027 38
9070 18181 40
9305 10530 100
7532 4303 37
114 12225 60
6774 5890 34
6127 15878 36
14673 4540 82
17233 13078 42
13027 7701 30
13430 7092 78
16794 4208 28
19365 3331 6
12387 11736 44
9414 17470 72
4978 9632 37
3393 19499 98
5643 15338 18
10575 12335 60
8850 10620 28
3846 10025 37
12572 9372 31
10633 1679 7
4908 6539 22
2693 7748 36
15565 15701 97
13713 5921 91
14486 14443 83
19843 342 21
10456 5769 52
10958 11595 61
10152 1731 67
13952 15228 75
9026 8859 76
19028 480 46
18779 2008 51
12334 12940 88
3439 3551 89
17231 19270 20
15030 5086 16
11326 10991 63
15804 15142 87
3768 1500 47
19859 4158 80
19617 15672 69
3588 12827 69
12070 1636 16
3071 16659 7
2815 9248 99
6542 7375 66
3913 2068 1
11527 9563 72
19370 12458 15
18765 18788 27
12598 7147 41
16586 4079 15
17601 8757 16
12258 2162 91
19020 5825 69
4311 11934 75
13560 7048 95
13388 14657 70
2838 3168 77
17382 8924 68
3130 188 32
3221 981 37
9636 5209 46
9762 11964 70
18725 19355 21
19624 7772 46
13976 12282 35
17474 11340 18
4456 16005 53
2284 12437 77
18941 9275 31
19895 13719 30
17127 2105 100
11219 12232 80
19915 6611 2
3687 846 53
18168 3867 76
13387 19337 26
8849 13544 71
12241 58 75
13685 8180 50
18911 1257 62
1194 2919 81
1395 17789 34
19215 6169 22
15874 17252 66
5537 7330 47
7345 13708 80
9309 7269 63
1233 14394 73
14142 13362 85
7520 12034 93
4956 5416 20
15253 17159 85
17703 17511 57
16475 18486 48
13552 9624 46
15641 14434 14
19508 14299 64
4624 8113 68
13966 8663 94
19361 15115 95
6533 5006 71
9259 17727 10
15476 5141 94
9455 14853 27
17060 11776 77
4967 19051 23
19701 4184 24
18126 7462 46
12788 9385 73
2462 17171 52
1758 4831 14
3119 13569 75
3750 2466 67
1149 10499 87
11338 313 54
12157 12210 21
10891 12078 40
949 6414 92
2421 16030 20
290 4978 87
5663 13339 21
17490 18305 84
17935 12783 65
19532 7803 32
10159 2114 2
7652 5737 14
14921 19911 41
7495 4102 78
8387 15470 36
1329 17746 59
832 13656 18
19312 19607 8
9609 10515 12
15804 10895 25
4896 19346 51
5572 15562 74
8012 1223 55
10231 8889 14
12230 3150 35
12684 12632 90
4317 7615 35
17271 12910 67
517 10945 90
3853 16024 74
8801 2729 24
7293 784 99
11698 19174 39
2836 3360 73
9925 11161 84
6720 16569 24
2856 19535 87
9024 10811 32
1430 18795 74
11895 10892 75
1640 3325 39
2113 16346 62
16777 11342 95
14953 14572 40
18073 11662 91
11125 18323 74
7796 17224 5
4969 9703 60
11083 11338 28
12035 6262 17
12999 16695 4
15367 2349 18
8161 7155 44
1562 9533 70
13921 12424 28
12608 18064 8
15638 19208 27
1907 4193 84
14953 1991 55
19535 15039 52
2419 12004 95
16436 16367 31
7972 8626 36
877 6632 13
6470 6175 13
9091 10419 35
17642 9291 72
3529 3033 95
19068 4179 73
835 18590 26
10709 3327 70
1620 8400 52
18924 16132 36
14641 567 30
17226 11502 29
18241 11907 7
15500 133 48
16365 1882 67
8001 13558 19
7082 13329 75
8399 9524 56
10503 15742 56
19056 17041 73
16447 14215 73
15746 1242 9
17266 4481 99
7839 16945 4
14389 15971 68
18779 9070 6
11528 12584 14
6323 18652 38
14662 9982 92
9477 12152 39
15185 16741 83
4663 15429 40
15251 16307 45
19598 12323 95
6482 5269 50
19635 6830 74
12606 11549 68
15055 12147 65
10372 3266 50
2520 1134 59
11478 9832 57
2606 1390 11
16322 8084 95
1490 16366 14
15935 17146 86
14386 123 45
13628 12392 6
8794 8686 59
9241 4498 92
9479 19679 22
10170 14395 62
5489 12486 3
17751 8941 21
9718 10827 29
17525 14635 40
9751 18568 14
14168 9740 24
1913 3339 12
19949 17466 93
3450 13875 87
15366 9733 89
19535 5496 85
16065 2384 50
18988 6217 50
8576 3425 46
6681 19952 61
8947 18995 35
15649 14492 17
16148 14464 24
6105 11488 83
13987 5875 25
4688 10403 48
11516 18127 37
19432 17046 71
7001 2103 27
15079 17129 89
5684 15570 4
13388 5454 38
15189 4556 59
3853 5128 9
12156 2862 2
17209 2962 97
16293 12073 4
1989 19453 61
18504 6965 24
12333 18868 19
19153 13043 46
9572 186 80
18236 18566 2
12031 18295 56
14015 14754 15
5350 9663 94
13090 19531 17
13150 8973 35
1479 10225 69
2808 9945 26
19373 3133 81
9969 156 83
12158 11698 94
5513 13825 26
17217 17394 99
12623 7672 98
14032 5140 47
9514 11941 1
5866 14786 23
550 12955 28
2626 9748 84
13316 5587 41
10098 1043 73
1338 3293 90
1950 19010 17
251 5365 11
15504 2467 25
1607 4930 47
2105 2268 21
17692 10240 41
14744 18733 76
18386 16863 55
18591 11030 81
15202 11796 63
19332 13719 55
18035 6832 33
10637 46 52
3671 2984 11
11936 10219 74
11969 8262 53
5742 12442 57
5300 9927 16
10712 5551 6
2437 3438 22
18049 6727 76
783 12474 14
6144 14079 97
19430 4915 14
7170 15128 97
5648 16530 25
8403 2960 40
15154 19488 13
8231 8850 65
3883 16641 12
17481 16977 81
16696 2940 64
6289 10848 96
3638 15326 11
4398 6906 35
8323 12648 46
10653 9786 10
14829 11282 57
1462 9268 11
12592 12890 95
15580 9949 48
6741 8779 65
8257 1844 17
7803 17769 35
13694 14656 12
9608 11818 37
6856 9021 70
18319 11231 29
3136 3168 75
3857 9625 23
14400 1617 12
16702 5671 36
5149 6327 84
4964 2361 69
17713 18421 87
654 1022 38
19897 11295 24
13216 2202 20
1220 16978 51
4061 8762 7
156 19291 71
5160 8731 87
11449 16880 56
19795 2057 91
8810 5719 30
14820 6325 95
14064 664 44
13592 6542 61
1676 4461 77
563 14274 41
9372 5219 90
18936 12200 43
846 12700 17
683 12122 71
228 19568 70
9280 18162 31
9953 12404 2
9062 18997 67
14863 6809 56
3690 2002 89
16973 11796 46
2044 209 30
8323 15609 2
2877 13988 33
9267 15016 70
10397 13944 54
8702 8512 57
5257 5705 38
16110 1517 3
2503 11734 56
10928 3482 37
16653 425 83
8421 3569 83
4240 7820 34
6965 2704 43
10441 10481 8
8996 15507 27
9619 12459 74
7379 17326 57
1954 3944 69
9212 19060 90
11353 8134 12
3272 18123 63
2908 12491 44
551 6447 27
19745 12132 54
4292 9255 59
14802 8671 91
440 10162 9
5536 17793 87
5660 2915 26
5553 14178 10
2563 1542 23
5151 10458 68
11977 11961 62
13965 16511 67
19510 16426 4
10753 12686 18
14610 8328 88
15404 13505 85
14928 529 73
9547 15369 37
4310 5844 38
16193 13553 28
8112 12863 3
11456 2135 67
8599 2625 60
4222 7733 4
4607 16881 42
16960 580 93
14439 5606 7
4611 17084 15
5948 3119 28
19966 3054 91
8264 6689 99
8916 4888 91
14088 13409 41
11753 6283 55
3887 4326 49
14359 13689 89
10824 3286 84
8697 5803 6
19955 19009 93
15871 14167 45
6026 10167 76
14032 2623 79
13947 8220 48
19512 13091 9
10309 16448 36
19942 7784 78
788 414 21
15718 16908 80
13967 12518 72
7260 4201 94
17845 4760 12
14115 15210 49
18444 17655 96
7694 802 9
14190 12573 10
10935 1074 53
7994 3349 8
5178 2491 45
7781 4138 92
13196 1720 11
13262 13981 20
5324 16632 43
13299 2062 98
15414 15339 41
2552 15436 65
11058 11884 84
17631 5584 59
7411 2505 39
2873 8047 57
13355 11368 18
16928 3023 6
6158 13219 74
19813 13854 17
17696 17148 52
7524 5467 76
5516 10496 80
5671 13124 1
12860 19948 72
16411 5890 9
17982 3431 85
17840 11530 87
16383 11804 67
18162 18364 32
18818 7339 52
3341 5847 77
11990 6976 93
17306 11422 27
7425 13153 80
9792 15166 28
2769 14008 19
9436 14682 43
16817 1838 11
2937 2634 2
8424 8620 47
5104 1252 68
14501 14094 41
8601 4576 6
375 4536 10
1157 1396 38
1367 8824 6
10509 774 90
12171 15817 13
32 19317 77
14237 1019 8
1769 1543 30
17564 9976 54
13856 14970 47
4757 3022 32
12666 10231 79
5188 17084 33
15155 4547 91
1459 11983 37
11521 11935 70
106 19696 92
8753 13167 22
19973 10728 55
14117 1717 23
7815 18122 75
9382 8116 3
19192 15203 94
18359 11325 65
5821 7436 67
18470 19934 38
14671 7769 5
18537 16522 13
14588 14626 77
17252 4259 68
17239 14206 31
113 9060 1
4594 10918 91
6151 18609 62
18707 5637 73
5520 9505 9
17261 18794 71
16652 19004 48
17120 14536 52
10763 8935 9
16589 18454 82
8870 5390 81
11106 13336 17
8988 230 12
15138 9820 36
10418 15700 73
4327 11292 43
309 19238 66
18342 10661 85
4182 16377 70
2818 6793 14
1097 14429 83
16666 7208 79
1664 19886 46
3225 17288 74
12566 16117 16
7272 2788 33
10977 9274 49
2723 10156 48
5703 13725 4
8640 19640 98
4415 4241 54
17952 58 37
1777 3180 94
8019 18309 44
12825 15671 3
9313 1491 23
14809 16463 36
15428 1735 84
17055 13709 59
16996 15022 11
10538 12323 83
14471 17902 63
3570 4498 11
3415 4124 50
3434 14285 16
1288 13451 78
12460 8983 92
16932 6064 30
2190 15230 11
8932 2423 57
4627 3549 43
2488 12447 7
4098 7318 42
3057 5269 66
5543 6763 61
770 1929 7
15295 4793 90
2413 4408 73
1092 5595 29
18762 13385 18
2049 16092 72
16831 2384 54
15984 18061 70
12959 15566 96
15991 9436 10
15148 11081 70
3107 6054 69
12237 4190 74
5319 10444 68
11696 10467 12
14378 2824 87
8603 11218 93
4630 12289 84
7848 2758 20
436 12658 3
10422 7888 87
7342 8313 10
9074 1431 74
5418 19256 15
9276 2406 18
4536 12538 85
568 17238 52
14853 19535 25
6887 773 74
8918 19403 40
614 11686 26
9034 15087 69
17112 17183 13
9730 13261 48
3850 7345 98
12130 15203 65
14146 17937 34
5593 3987 31
8015 2477 38
7947 6643 93
2489 1860 65
4326 16532 62
5990 2302 69
19017 10976 30
17223 5431 14
3074 3382 10
13688 11058 81
16251 1206 75
12121 436 62
237 5822 22
3410 11517 40
13880 7634 17
8487 6646 5
4393 8445 31
9975 7597 67
10966 5546 100
19890 18538 83
7576 17227 21
15355 11491 14
13842 15147 70
6014 9659 43
14026 15639 38
10091 12122 90
2921 10776 64
7643 15275 95
14896 12841 19
7832 16694 98
11573 16462 15
7284 6524 43
1554 7148 93
12329 4500 69
6900 5501 82
9867 204 2
3169 18782 43
6512 19950 86
11578 13596 75
8403 15641 16
12383 2899 5
1138 8068 80
5727 12689 2
14579 12749 71
8713 1956 24
564 9116 59
4347 10222 51
14025 2161 6
16070 6466 44
19900 12354 76
1827 9887 9
2949 8268 70
3923 5926 92
1025 7858 85
2314 17452 55
410 12416 8
14803 1608 31
1957 14947 28
19080 11162 59
19402 7542 46
4455 13113 11
14502 12088 33
11699 10490 23
8802 10253 26
1281 8574 41
4201 14061 62
16981 6995 65
13221 843 1
845 12494 100
9952 12312 8
5692 14820 93
13041 8262 98
9988 12330 66
18822 14708 60
6910 14882 30
2457 2006 96
2465 11055 29
5518 779 23
16914 10425 80
14414 4521 82
8504 14991 87
5726 9086 72
3258 8798 38
15871 1834 85
8049 16683 26
9539 13620 51
17976 19683 50
2969 14996 53
7815 8908 39
13456 2904 85
2379 11679 71
11833 987 46
17239 10654 89
8435 11814 98
16973 9425 66
19567 13669 41
9809 11165 27
637 9694 7
4286 14576 16
16727 7785 65
9583 9837 57
17181 1588 93
299 4961 36
8988 1345 47
6362 14795 17
14738 12637 60
6999 16116 66
17101 5110 65
14122 12537 88
6330 19838 33
17280 2607 16
14193 11525 45
19006 14671 7
8973 5672 37
6654 19819 58
17719 970 40
1711 2662 73
6080 9912 63
7282 3463 32
14701 4078 44
10357 9552 77
17811 6447 16
5384 15392 92
1934 7706 39
14843 17852 78
18777 13751 100
19039 8387 77
17882 5460 3
13672 17176 3
8796 19103 16
845 9295 59
4621 17467 6
11452 13108 46
14114 14144 79
17251 9688 48
14503 4495 29
4955 12418 97
4673 15599 95
5328 3513 47
3338 14933 9
19538 7112 53
8933 6828 73
18947 6912 11
11410 12991 84
14234 15563 96
18727 1077 46
14219 17640 60
4147 20 64
7141 3689 88
14733 17487 51
9082 8435 44
17854 18048 81
6058 11621 90
17177 6728 39
3498 2289 57
11175 18743 87
11657 19542 79
11171 11434 63
1489 3240 85
14149 15448 25
2305 16844 60
16959 18897 45
19857 14704 66
10418 3946 36
18783 4949 69
7822 12491 61
19538 17538 33
19460 18226 50
5783 107 82
11751 16222 40
13807 12832 65
4598 3730 71
19529 17162 89
4511 8536 19
18761 15543 12
17248 18221 90
11540 2776 81
8536 14857 95
8766 13943 100
16905 13301 92
16373 11572 77
10594 1502 54
14047 1868 71
3397 19770 66
178 3507 88
2877 8559 28
11543 2597 76
12819 5111 48
13467 15939 51
13649 13265 64
8954 1523 92
19082 10262 91
2039 8221 41
11192 9304 69
15203 13240 68
5720 16591 20
6319 6930 38
9053 5409 7
18215 19926 51
2806 15736 38
1776 13499 53
46 12519 40
14955 11370 75
6978 17820 58
3778 15332 56
17410 9657 32
15363 16774 86
405 1558 10
14446 9528 27
5534 9568 10
14217 8106 77
14928 18196 78
19530 7656 65
806 3132 50
10461 9007 47
5807 1078 29
12854 16961 76
10999 17267 49
10437 1237 48
3192 964 3
15681 8706 31
14265 1611 4
1064 17777 99
5069 18416 65
15742 12479 91
6375 12282 49
14934 2871 25
4634 12524 47
4161 14895 69
13836 12631 22
16262 19362 52
4844 9633 76
12802 15487 69
4043 16359 69
15960 12327 91
12068 5427 66
2126 2335 23
13847 15402 23
16020 15502 24
19824 8008 48
10091 2261 58
1645 11969 82
7293 155 65
183 2871 6
4950 7578 34
11857 13060 97
13819 5182 12
6359 7690 98
4757 16346 50
18399 6493 86
15979 17623 95
14398 19333 55
4832 16955 2
3144 9529 86
4885 9735 42
7616 4139 29
13020 14477 11
8818 13165 78
19553 3547 44
17493 16693 55
3241 2170 11
11987 11510 71
8958 7316 10
9884 6349 15
15128 615 74
7288 7343 78
13989 4357 76
13174 28 27
7325 2956 68
6436 18781 10
13169 19665 98
17989 15068 61
9641 929 6
9330 595 40
11897 324 41
18526 11188 23
16688 4142 74
6918 19517 63
9850 14006 17
17340 1304 37
18350 7055 79
16621 2314 24
14398 17195 54
11839 16115 61
200 11565 84
11274 12454 50
15997 14986 3
8948 17333 81
2062 9282 8
8873 13820 60
18150 14997 18
7279 9481 27
19914 13392 81
19249 7564 80
12149 14545 29
4709 14384 58
18804 13178 71
12493 7733 88
9277 695 11
9172 11782 53
9921 13948 63
6025 13652 71
2547 8868 91
15287 4592 2
7107 10611 87
5655 3178 24
2502 14284 81
6980 46 67
2848 2809 10
17919 6967 4
1645 8159 45
1416 551 52
16117 15963 25
10953 10699 9
8473 15120 48
19735 1445 26
1227 19506 31
6593 796 4
7746 8281 100
2536 14302 58
1508 2590 52
478 18774 44
5203 8091 6
11159 10190 13
16570 13085 90
9393 13778 90
1145 10322 50
11970 6453 70
19193 15666 96
2384 1464 71
11286 7183 44
17784 11429 72
19173 1256 54
2787 7335 82
3892 16612 85
1368 16493 84
6657 14886 75
17805 1745 94
2268 6381 94
6829 17570 53
19399 17847 15
18888 18778 80
14289 11421 33
9520 15163 40
16801 13172 34
8011 4912 24
8624 9451 23
9093 15379 11
686 19208 70
2042 844 35
18505 2258 86
10872 10252 83
18328 4429 63
11102 2540 19
3365 10407 90
16721 13622 30
14055 5634 45
714 952 32
16504 9311 85
17688 8742 21
14830 3396 64
2557 7336 93
3340 5306 70
2728 9385 81
3960 10285 45
5265 16122 3
13298 992 70
11760 3966 8
15104 14959 91
13262 12467 39
16865 3489 48
16445 3642 9
19962 3341 59
543 2241 4
16280 1057 67
8841 2232 35
3805 19333 5
16151 5087 53
14449 5143 68
14258 15907 81
16614 2527 88
12738 4685 58
3868 16577 95
4868 13071 9
1592 2196 83
6434 5000 56
7155 17047 54
6570 2825 82
9866 6922 84
10822 16503 74
14326 5353 2
5494 16755 35
9036 11885 23
15238 18614 59
16927 5913 83
12937 14902 25
14597 15533 35
8416 3889 69
854 243 91
3834 9163 100
14446 15648 7
18315 6238 85
18469 19955 98
6681 16405 12
9900 14008 27
13070 4090 57
736 13653 50
18995 4633 64
8220 10185 93
19249 6669 4
8885 5039 100
16170 11055 92
8040 2610 57
15331 8716 19
650 19272 100
7 4496 65
13945 12905 15
16193 8953 17
16061 17517 45
9032 12894 29
6545 4404 41
19886 7111 84
7632 8109 15
6733 4001 81
9376 4961 11
6649 4441 98
18869 13573 52
17257 9749 54
6080 8721 7
436 6741 8
5135 5356 45
13244 16958 42
16584 10231 25
19973 3818 72
13564 12559 7
10858 8022 22
9834 3387 61
16181 15143 60
4017 2128 44
550 12943 73
16017 7955 8
8726 16703 38
14125 7432 41
14670 11795 57
12144 2962 98
6381 7131 76
8027 2553 76
18861 18295 96
3091 4193 86
3314 13073 74
18611 10546 75
8045 5231 18
6375 4733 86
9482 14491 82
11837 16944 25
11772 6940 99
13382 14717 37
1454 13574 89
16798 4572 22
12033 4276 73
5294 16962 27
16134 15387 28
13497 18008 64
1574 12653 38
14818 3986 35
7518 17112 67
15576 10237 30
13593 15170 97
14110 8619 62
3059 14732 48
15066 4471 82
13145 9439 9
7922 18115 80
825 12231 44
2049 11982 17
13508 16514 79
8360 13961 67
9200 6961 65
2061 15639 55
286 1821 21
7929 6054 90
17759 7573 16
8831 14827 37
5276 18316 33
13395 9072 76
15922 10776 1
19496 17555 47
5090 6071 49
10158 2653 87
13785 11054 48
14119 11334 23
7951 10885 62
9211 9212 11
3649 10288 69
18648 2065 54
13942 18957 59
8755 11812 37
1724 18818 53
397 7868 39
12056 13780 39
2110 3313 83
15352 7741 26
12922 17322 18
14403 19306 55
3863 18008 31
6023 8908 93
17627 6115 66
7878 837 50
15010 5411 96
9859 16136 2
15349 2899 80
16628 7817 98
14151 9954 91
5776 18182 4
18288 702 88
7917 15126 12
4712 8724 39
18366 6773 33
9514 3428 18
5145 702 80
14555 8257 27
18494 8927 24
6789 13824 7
19465 538 2
9166 7456 44
19091 7913 92
