19000 30000
14182 2820 11
15072 2363 20
13050 15090 1
16402 4851 10
5603 2956 20
13909 14411 9
10525 12496 10
6402 15633 9
12861 4143 13
13463 9735 2
16231 6788 18
14563 15126 20
9079 18467 4
13396 2441 6
12019 14334 1
3796 18282 12
10587 10788 18
1162 4889 16
11803 18337 19
3511 1210 7
9275 10320 9
13382 18266 18
10616 4962 15
8379 3141 2
10231 11480 2
8734 12788 1
14699 14909 10
5927 10065 2
11521 17147 1
15975 17844 12
13143 9624 20
7419 8211 16
13164 5032 13
11914 16545 18
15531 723 19
14958 11247 9
1679 916 17
11512 13844 4
6650 6415 13
5158 15985 1
14483 4727 16
17948 11109 17
4577 1747 19
18863 14638 18
11815 16044 4
12593 16871 14
18179 6033 19
4217 3296 10
9946 17086 2
9736 16348 19
9870 11454 17
14155 3064 6
3781 10082 4
1695 1327 18
18189 17722 5
6133 12839 13
11866 6424 2
2107 18457 20
2015 8125 16
17448 1185 16
10803 16946 1
8126 14299 17
7763 17146 17
10258 10888 19
10254 5730 12
7821 15839 14
15110 17631 15
16936 14461 14
12200 11082 9
15970 10271 5
16041 2402 10
11018 8086 17
4593 12007 16
1007 11854 8
10795 18863 6
1943 9441 8
10649 18267 19
8972 6930 6
7383 1484 14
7328 3259 2
15711 16197 17
13821 10373 16
18242 17274 14
9613 7318 20
12879 18093 18
7624 788 4
8354 9578 20
13131 11939 11
7629 9477 3
14312 6212 1
10316 16022 9
18497 15633 9
11703 12461 20
1367 14451 16
17723 7212 11
10471 17574 3
16233 7199 16
2376 14975 10
5549 9416 17
14642 16226 10
2143 10509 14
2291 3725 11
7297 13035 6
862 1042 13
18193 871 10
17162 6181 16
17090 15766 12
13046 5527 15
10968 4338 14
42 13307 2
17468 5695 9
9817 9587 10
8359 16904 14
1191 4612 10
9898 4019 17
9625 18085 1
6962 4959 7
17319 593 6
2486 14071 17
14128 4223 7
2561 17841 20
15120 10866 15
7086 1558 2
1613 5999 20
973 13704 19
6406 12418 7
8269 13884 4
7366 2011 15
1574 9699 4
1942 1705 1
12473 5230 10
14722 13527 3
8394 8483 3
864 1805 19
5147 10604 12
7910 14517 20
1846 7855 20
3283 16780 7
9404 18739 1
11112 13396 20
8186 4299 12
5325 7737 8
12261 12432 9
3040 8685 8
15622 14163 14
18825 18396 16
8949 3183 5
5633 13555 4
2312 11940 8
2284 2863 12
10647 8926 3
5383 17136 16
2908 727 4
10960 11672 18
7227 1675 15
7200 13751 19
11086 9707 8
5819 10707 7
9761 6454 8
6948 2987 3
7260 13153 16
6393 13481 3
15676 15602 17
2472 13177 16
7894 4342 16
18149 7612 18
1702 13102 8
5802 6954 20
10072 8247 13
7195 11619 3
17388 14449 2
17322 13005 3
15869 15209 16
13726 11566 5
9749 6116 8
17964 6049 8
8296 11828 12
2460 11183 5
2482 7127 9
11412 8864 7
15356 2581 13
11945 17713 5
8762 17738 15
6468 869 17
2563 259 20
461 5681 10
491 979 3
10664 15351 1
15435 6373 2
592 6409 5
5557 4404 3
9073 11312 16
7932 15161 2
3729 4681 2
7213 13200 5
13207 1919 19
15595 3077 3
353 6107 15
158 6059 13
3306 4748 20
728 17674 12
3698 5487 6
11219 15121 17
11613 17553 1
1440 1847 16
2694 13343 16
5338 4017 4
17442 12351 20
508 16495 12
361 7385 12
17389 12736 2
14163 5365 18
9602 9206 4
6612 381 9
4552 11243 12
4217 4524 5
5349 11871 18
3101 9902 8
2341 11614 6
7864 7206 6
4105 1015 18
11361 2169 9
13368 12749 16
5670 15544 9
13648 2566 14
401 16569 3
17948 9937 11
5591 17888 6
7733 2697 19
5459 18246 17
10310 18124 4
8132 17682 19
9342 8297 7
4234 16251 17
18259 10395 10
6816 10815 3
84 2921 13
101 16686 1
15910 5566 15
6569 11251 12
18519 17168 5
5088 17386 11
9631 15621 19
2854 2559 6
17441 1759 6
9183 14577 4
18789 11200 10
3067 6563 11
12259 5518 15
2714 14618 9
1150 13749 10
15919 3695 15
17521 10138 3
13339 16467 18
16979 479 5
7592 2205 3
15552 13768 14
193 10195 13
16762 10567 10
13697 4453 3
5281 16201 3
8819 386 6
7185 1417 11
1387 8670 19
17483 17778 16
1403 1294 6
8025 7512 20
971 2485 9
17848 3733 15
6652 1706 1
12373 11585 13
5406 11075 1
18088 15819 17
1106 8674 12
6788 17126 16
9523 8826 7
7956 16539 12
7750 5451 8
11142 15217 6
10018 697 10
13388 18029 11
4695 18265 5
18089 12065 10
9096 10611 9
10131 18525 8
17976 11559 10
18669 3537 1
4005 13717 7
10565 15764 12
17756 17127 3
11749 500 16
6358 587 20
13912 10870 12
13674 3741 3
5690 9094 10
8245 1269 19
1529 14204 9
14154 16339 10
6118 13200 15
14829 7962 1
15217 12926 5
9351 14269 3
16170 8805 5
13787 9045 5
10983 3042 14
13645 5570 18
16503 17328 8
14867 2853 10
7113 12146 4
11848 35 11
10069 18819 6
14614 7214 11
576 15297 18
11450 13536 20
6370 18353 3
9614 11615 19
5120 6845 14
12178 7589 10
14336 11753 1
4331 9459 11
10374 16279 20
2864 17283 4
2279 9384 20
14518 7926 8
10744 14926 15
17644 3503 18
13239 5258 16
17919 11393 18
16608 6564 9
1051 14171 3
16552 5031 6
10530 3540 11
15307 17114 12
387 11606 14
9635 18243 8
1146 9796 6
789 6032 14
9801 432 7
14347 2247 18
6460 7254 8
13072 10740 16
13817 2782 5
7643 17266 10
1885 944 5
16909 7875 7
2994 14587 15
5893 13265 12
12994 15257 15
12509 14170 3
2076 1353 14
5034 7307 11
13116 4678 5
15521 17161 1
17856 5429 9
683 3454 3
13984 16792 19
14277 7965 3
12816 9423 14
1256 18847 20
16585 17140 8
563 7292 11
7721 16398 4
6079 18693 8
9208 8612 11
17740 1307 2
9651 12733 7
2507 14484 14
15043 15122 6
4785 4909 20
6781 3369 6
8278 14895 7
10231 2526 3
9861 18840 14
9765 18823 10
9274 6392 17
14876 8486 5
1285 4495 1
8538 15823 16
936 13367 14
14229 11319 13
16619 381 18
16161 9527 12
10269 6771 2
4043 16114 12
8689 17422 12
4461 15630 1
5132 2934 10
2660 822 5
16526 9907 18
10386 595 15
9045 16234 12
4301 15198 19
2449 15407 3
2491 5753 10
532 12126 18
2722 10612 7
15967 627 19
6593 14060 9
6421 1656 11
6960 10224 18
7152 1276 3
18517 10624 7
5412 12514 7
10196 18311 15
17310 11835 14
10405 12261 11
15499 13994 11
12598 323 7
15803 6267 11
778 15102 4
14424 9403 12
14506 4352 13
6662 14645 19
10027 12891 14
265 1639 11
13117 1283 11
14824 6763 3
5480 1071 6
13544 3124 15
3296 9652 3
8961 15579 4
12881 14911 6
11622 16814 18
2010 10671 8
2965 3971 16
11874 800 11
3378 15505 19
6989 13951 17
4107 5436 7
16411 12283 10
6887 5486 15
9310 1696 9
9582 13966 12
6190 8210 10
11571 4400 15
617 4916 13
17293 17990 17
13037 4935 19
8702 9202 16
13453 7268 3
11080 5566 19
13745 10042 18
5994 10337 8
9693 4563 7
3345 5508 4
10683 9100 13
14217 13413 5
12267 3981 15
9868 16119 20
4605 381 6
17828 9738 16
17252 4327 5
17043 4222 15
1928 16552 12
6920 8695 18
4445 4635 18
15063 4091 19
754 5270 5
17365 656 13
12347 18636 16
10152 161 11
10135 2544 1
4332 16979 19
13577 18550 9
3111 2863 7
4547 8403 19
12782 2149 18
5516 6370 20
5430 9737 9
4586 14249 3
6106 2712 14
1132 16781 17
18966 580 19
15443 1479 20
14372 13912 8
8130 8094 1
1180 5918 4
9370 7959 5
13782 15006 13
9717 13129 14
10985 8079 17
15997 18407 17
16125 12623 10
2298 1110 7
15611 15329 19
17907 3906 19
11605 8763 4
2104 3410 14
8165 3829 1
2469 2437 10
3019 6985 7
8841 18482 2
18956 10974 13
4761 3158 6
6929 5725 2
15559 7630 3
7260 7461 3
1455 17702 7
11077 10748 12
14438 13079 12
10161 13678 14
9322 6428 14
4354 8256 1
590 12941 19
11183 16872 19
7028 4660 2
8639 1895 17
976 8204 18
276 5069 20
16627 16049 15
18622 16050 1
1220 18320 8
9767 11590 11
7400 846 1
14367 3017 15
11882 3154 5
5020 12609 12
9486 14228 20
10274 3737 15
18988 2295 12
18302 4992 3
17500 2798 12
15224 3045 2
6711 983 1
1216 1700 1
24 16358 5
4369 13797 6
1902 4948 18
18868 18338 20
14003 10249 2
6911 10227 15
10809 14111 19
13884 5315 15
8440 3691 14
16580 6038 19
10016 3070 20
17443 8990 12
15998 15647 12
3474 9310 19
5294 15449 17
2655 2395 10
18036 5065 7
15897 15450 18
8396 13733 8
9185 11632 7
13763 3001 14
4339 2434 19
12358 17688 4
5142 18929 12
46 12356 15
10655 8106 14
4783 17266 10
6786 11474 11
7174 2888 10
11121 1199 7
13350 12309 10
7674 6543 13
15577 3979 9
14110 11203 7
7276 8452 16
10177 17203 7
5022 686 14
10966 649 5
16090 8893 8
15889 4815 8
16910 2171 17
14177 1503 12
11879 16083 7
10811 17741 6
6060 7267 13
13455 16715 17
343 16953 11
7099 13445 6
3829 18015 10
9771 5149 4
3577 4226 2
16137 3376 4
9096 13916 19
3001 17709 9
18189 12823 8
8203 1715 10
14912 5677 11
12176 18744 2
13029 6615 4
1916 4909 10
15200 18876 15
4263 14531 2
8390 7065 15
8668 305 10
3059 12702 3
3071 6840 8
10081 9857 11
15668 6418 16
12132 3506 13
18804 14657 1
12131 11707 7
12513 15852 10
11363 13040 19
16984 12265 10
5775 18858 6
6687 589 3
2350 9969 2
8390 5480 5
4378 6162 14
3211 5318 7
6521 17124 8
4660 6127 1
835 10742 20
12862 10868 3
3407 13081 9
10564 5906 1
16694 15003 4
13178 17461 12
11709 2861 10
8105 18847 4
6379 9068 3
6263 18251 12
1876 6526 10
13354 16019 8
12552 12147 11
5079 13848 19
10931 3083 6
9829 16082 9
2655 4206 18
4851 9206 17
18720 13605 4
16194 15622 3
12249 15811 11
6957 15999 17
8765 9210 19
11442 14171 14
17869 3691 16
2100 10783 7
4338 17050 2
8430 13739 16
18334 3103 7
8970 654 14
12252 15894 6
15134 6745 18
1238 605 20
11653 15538 4
17440 11114 1
15472 11468 4
17489 18211 11
3987 6320 3
15132 6119 13
11429 17389 15
948 17667 15
15272 16363 13
8689 8078 15
4269 2318 14
14454 11184 5
6611 7261 3
13348 5877 20
6611 10053 16
16781 13141 19
11272 13427 2
6020 12652 11
11960 15121 13
4047 1147 19
9189 12315 20
11412 6269 4
14603 18957 10
9030 1438 18
13162 503 14
9590 2068 2
15881 15000 9
7417 7831 4
7934 6695 18
11527 10160 7
298 15853 11
18918 12853 17
10163 12414 13
6920 2430 11
6472 3422 6
239 261 17
18410 456 20
4031 11205 8
6496 9025 11
18612 18735 2
15487 2719 2
650 2001 16
18985 10293 10
14408 5792 16
7829 13061 5
17133 2191 10
1371 10796 16
13475 11029 13
1433 16972 11
3768 473 17
7562 7538 17
18885 16296 18
15090 14657 16
7607 2093 6
8880 7089 9
8678 1275 8
1775 5231 1
18832 1599 20
13108 5653 19
11421 3747 20
12469 9779 3
15730 1153 8
8729 899 10
17832 16879 7
5770 9300 4
12192 5361 20
11572 7403 18
16703 1656 10
9741 3150 11
16469 11580 15
9158 307 18
12358 3191 1
10122 9551 16
9275 8845 13
1762 4090 10
18573 2914 4
18759 252 1
5774 8975 10
11528 2830 9
6043 1033 17
1612 16005 5
10601 17989 1
2694 17306 2
15191 9581 4
10129 13424 13
16172 1052 13
6599 17026 20
2425 1733 4
11671 12861 10
13786 12113 19
13754 10045 1
118 1889 9
14458 5640 14
13281 1163 1
3402 11981 17
8225 8103 12
2832 529 12
17541 3716 5
1772 18211 3
13307 1735 18
11631 11376 4
12166 14745 3
18678 5637 11
8271 6859 3
10209 13335 2
3360 1268 11
2975 17280 1
5304 11705 5
16628 10285 7
12044 3766 18
4579 6173 6
17336 7285 7
7896 18552 13
11308 17300 12
6306 7577 18
16311 17657 13
13929 17190 3
7276 1993 9
18976 4731 14
17942 424 16
13786 16118 11
11851 925 14
8388 7036 4
3746 14977 20
12960 17703 10
1858 8091 14
13660 11689 8
6916 16649 10
4945 9792 10
16378 10802 18
17486 16287 14
2931 16910 9
2519 1558 5
14936 16232 7
8662 15446 6
8680 13673 6
9971 11109 1
12567 9588 11
6336 16769 5
1339 5634 5
16756 7301 8
5501 18466 9
13557 11181 20
617 15321 2
2957 7341 6
8496 18315 16
16325 5752 13
5761 18916 16
3162 18035 6
7578 7360 5
3573 2693 12
9590 9786 15
10978 13502 12
16646 18370 14
7164 3643 6
7068 847 15
11904 18643 16
4736 5668 15
1058 18501 9
8291 4954 15
8567 527 6
252 18434 19
13738 1930 19
1683 7383 17
5627 3309 18
18503 6918 5
4818 7080 14
6494 1173 9
2810 15792 10
2984 18455 14
15172 7986 14
10155 16285 13
11104 2576 13
6584 17307 12
1972 3267 13
8102 8232 19
12044 11690 19
9232 7160 3
17881 14554 2
8645 18181 2
1573 14292 5
519 7168 17
7467 9049 18
17085 7026 4
1785 884 4
11466 15287 16
13348 2151 8
11901 9079 2
7722 18586 2
10801 12070 20
11277 312 1
15579 9255 9
2131 13493 10
1072 12097 3
56 3109 9
4239 15912 13
3518 5596 2
2049 14127 1
3434 7918 20
12841 1072 9
11508 9560 1
5542 7802 13
2938 15833 6
12596 3149 16
3722 12888 5
6448 10761 19
18409 5381 2
18539 10592 5
18113 2380 3
11660 16304 10
18165 3150 15
13080 13387 11
13188 5707 17
16066 13109 18
13925 1479 3
18254 17903 16
5568 15199 7
15937 2092 18
7544 2060 3
11215 17548 12
900 16171 18
5235 5692 19
2539 16293 14
12037 9121 4
2606 13336 7
16523 10457 7
17668 6947 10
17534 8058 1
18942 1503 14
11171 15626 9
2361 6036 13
16285 4150 19
17704 18257 18
5540 7422 13
12348 8798 13
5734 15787 5
11507 3486 9
17530 13292 13
18445 10264 1
7752 856 8
14059 11301 5
911 7572 15
6220 8050 14
4643 14197 12
12454 15021 10
18690 14588 20
6430 8205 3
3887 5723 10
5757 4212 2
8009 4755 20
4678 14191 9
16958 655 12
6029 7782 10
2717 8597 15
49 13729 6
3882 3614 5
14549 18991 20
8977 328 17
465 4623 20
3410 9434 17
2266 1899 2
3707 14246 12
4242 17975 1
8047 15189 7
11674 14103 2
3741 10261 1
9253 7429 2
18469 7973 13
18985 15954 19
12926 18440 14
12544 10822 14
5208 5427 9
15314 17622 9
13339 3678 11
1110 14604 18
8989 11608 18
7384 10006 18
11718 4342 4
9759 13955 3
16524 18431 1
15217 9302 6
11047 14659 10
18110 18036 17
2178 8825 13
1841 2447 15
14193 7120 9
2642 2603 4
14171 16568 13
12924 7702 10
10407 1571 16
9550 10553 17
3516 2469 13
4200 11774 13
14469 12730 20
5679 6085 20
6083 6092 8
10731 7478 13
17028 8135 10
3480 2565 17
116 4935 11
18139 4938 2
741 18556 4
13219 16097 11
5030 8046 18
3312 7860 2
5577 12540 20
6282 18706 18
14554 4120 15
762 16436 5
3343 18863 9
5638 1671 1
4211 10642 13
12686 2947 12
3904 5919 8
8734 8012 6
13642 15000 10
11518 3435 16
13449 1890 10
12167 193 9
18657 5416 6
1531 16578 19
18289 8456 2
14929 5296 2
14740 1547 17
5873 4609 5
12314 9752 20
15584 15171 16
10767 415 13
12711 9820 2
11446 11825 2
17949 2758 4
16573 13351 18
12691 15064 19
14524 15066 19
2823 8855 13
5505 2603 7
11805 13442 9
3524 9291 14
18100 1274 11
9227 6950 13
1624 12835 12
8892 62 5
18877 11522 14
5273 7833 10
796 12092 10
16445 14811 13
12520 6732 7
6623 9060 4
12983 5768 2
14196 2003 5
8024 10067 2
15854 696 7
17832 5277 11
16201 3885 9
17973 11062 14
6771 6245 1
3914 5204 19
1410 11748 7
11311 7899 11
7787 5647 5
2829 17009 18
9363 3465 7
10904 152 15
13561 5106 13
13220 7783 4
50 8513 17
13168 10813 4
18068 18914 12
587 2105 12
11014 16067 12
888 3415 1
8515 1776 15
17505 13700 1
13575 15618 8
9010 1398 2
8555 38 1
61 5614 17
1000 17655 8
5099 10674 15
1404 1868 19
16872 9824 1
18327 7844 10
8254 4912 6
16102 2266 19
4847 11251 9
9813 11261 12
866 2583 11
7982 3931 8
5405 1389 15
4902 17716 4
10313 16390 12
7159 2837 7
17206 5321 9
2340 6127 12
15854 1975 20
6069 10966 8
943 16992 15
4636 13877 1
594 16644 5
14765 15569 12
525 7907 14
1236 6214 13
2615 14973 19
1178 8495 16
11093 18359 18
16843 12807 8
3991 9241 6
17471 10677 4
14693 14792 19
15613 11787 13
4549 6762 10
4191 14434 12
14969 10004 4
2319 4355 6
2875 9846 13
5862 743 20
13329 3105 4
18133 5367 6
1956 13578 5
13012 652 14
4428 7124 15
6048 16748 10
15446 2868 17
8639 7995 20
9054 2221 1
18931 7567 3
10529 3608 6
3176 18103 5
10693 1133 13
13668 16965 6
17087 2941 4
1489 12404 4
4540 5523 20
6739 2488 5
15040 11566 3
3856 3818 20
13455 9139 8
13843 17477 3
11725 14646 4
11621 3433 4
5556 18335 16
17019 17493 8
15220 6978 5
11317 14459 6
6372 17166 15
5639 8946 10
18596 8158 3
12990 16122 6
16269 18481 16
9977 6220 4
4465 6738 3
4089 12074 3
7785 16356 8
8997 5570 7
14730 15434 18
12708 374 1
11059 3297 16
12794 15114 2
10388 4528 18
8120 9014 9
15949 8671 9
14592 13637 1
16965 16972 12
3770 17945 2
5978 2479 7
2526 5597 1
464 3279 10
4428 15391 5
2018 18249 16
3284 1312 3
7455 14691 18
9230 5038 7
12489 7634 16
8794 13927 17
15224 10745 2
15553 9320 1
13489 8502 5
14098 4131 10
7410 17013 7
17515 11294 9
8385 8199 6
6214 12350 8
6493 14955 10
11564 10319 1
11504 4374 17
6076 9948 5
8640 8801 8
12815 2669 3
2086 5664 19
15075 14285 8
14977 3175 4
15285 13182 2
15750 7489 15
5642 11364 7
11299 17675 19
6142 2185 10
16957 562 4
18679 7852 8
6822 16409 11
13200 5260 7
7756 13484 7
12243 18030 11
15701 11372 15
18235 9671 6
16887 17003 14
10820 2809 6
3854 6506 17
3089 10352 6
1084 11023 2
17579 14747 14
2604 16609 7
17053 15114 1
15815 14402 11
18776 17030 18
926 2977 2
8914 14789 14
14305 9217 14
4572 95 6
16739 1724 1
2191 12763 12
9439 2587 7
7110 5604 15
17051 4633 6
17803 7524 10
18033 1586 4
197 3396 6
10376 5615 14
12931 11468 4
11593 14205 6
1574 8200 14
6771 3897 5
13915 16711 4
3205 6195 14
7605 12395 20
14482 4885 14
16414 11036 2
15648 8042 12
12546 18897 6
13869 4943 13
17451 1738 13
4797 2482 13
5018 1573 2
10733 18810 16
643 10457 4
6259 17015 9
11103 9321 9
4465 16070 20
3601 1219 11
13748 10596 4
6955 9678 6
1712 16111 9
697 8794 1
8131 13364 15
7188 7670 11
2786 2148 9
7146 10209 16
1589 8153 15
10960 11245 18
4701 3532 5
6469 5813 3
15056 18004 12
4683 7491 16
5083 4437 17
4427 4290 18
9636 5735 13
11574 2373 7
11038 5966 19
8290 11968 6
5983 8394 8
5666 11377 11
7427 4751 16
18047 4071 12
1314 9326 14
5561 7241 20
15955 558 13
1892 13814 11
3572 10705 4
14334 11274 2
8669 16834 10
17873 784 13
14516 9457 19
2664 13432 20
13098 14488 19
15799 16480 14
12202 1195 19
5600 18466 11
11800 17078 3
5595 1333 4
4187 12079 12
15500 8768 7
12430 1175 14
9966 10131 5
6697 2316 13
14513 18449 19
1102 17631 19
8669 14376 4
365 3251 5
9936 6856 8
8982 9959 17
4359 17683 12
15223 8709 6
5450 13219 3
27 16491 6
4938 11132 15
16725 11993 3
18067 15772 9
6342 5549 15
4045 9520 10
11118 15448 9
18945 818 16
11355 2233 8
9339 2179 20
14202 10387 2
9355 11109 15
8497 17143 4
16572 3399 19
15448 9633 17
12217 10910 20
193 4335 19
10724 14880 1
15528 498 11
6056 16371 2
8177 9775 11
18583 2784 11
7812 6756 9
4322 8077 12
2209 11317 11
1201 2045 12
4637 8308 17
1149 17855 7
17134 2932 13
15275 18875 18
2685 10050 17
18043 7361 20
10341 15640 15
14850 2240 7
14527 2447 13
17998 13115 5
10577 10888 8
2222 6277 9
9090 9053 17
18066 13467 8
14562 15804 10
5800 1778 5
610 16399 13
1161 6132 7
4214 7110 12
8256 8965 11
11101 1975 8
15754 6532 20
18088 3420 6
15316 3884 3
14614 18521 14
11699 6775 12
611 12657 7
13299 10015 8
13055 7061 17
12555 13559 17
6172 3903 2
2649 8533 9
34 13425 1
6854 320 11
13374 13020 3
5237 12098 20
15061 16885 14
16409 11698 16
10025 13209 6
15264 15179 11
1069 13192 13
13070 17520 11
16586 17422 6
18736 16126 11
4573 12207 5
6074 924 17
3380 11184 3
2198 4639 19
17075 13341 16
14231 17171 18
5270 5282 4
18462 6592 14
7257 1337 19
6288 15684 9
13045 5991 11
1036 12200 16
7687 8116 16
6963 17787 15
8183 8068 3
15141 2937 17
17044 14543 20
10814 7875 3
3403 565 10
17168 11853 15
17153 1185 5
11869 2114 3
7562 6791 6
7402 9682 20
16050 10532 15
7416 9610 11
18575 2962 2
10630 4655 10
14916 9196 20
18989 9185 14
1441 12923 19
10328 2263 15
11385 11348 16
8596 4999 10
1089 10883 20
10286 7028 16
14482 437 17
7423 14270 8
5126 2103 7
9885 13190 11
18403 4493 2
16473 6737 13
6899 13072 15
5852 10391 13
6148 8438 5
4753 6252 8
10273 17700 10
10304 2920 10
12190 10986 6
10443 379 20
10041 12311 2
7391 12798 7
1678 12752 10
10584 9718 6
8005 17872 1
5029 7631 16
9744 2843 7
554 4340 13
4171 3542 16
12742 2210 2
7958 3798 8
11915 9351 15
3782 10526 13
5479 5058 19
11352 6510 9
16658 3040 19
12371 17179 18
4137 6210 17
17360 5281 6
7015 8740 19
3653 5070 4
5300 4680 7
11057 9523 7
10155 10056 12
2404 14647 9
16425 4792 11
6552 8056 18
16504 9506 16
2751 11350 2
6420 13815 1
10917 8732 6
9645 10594 5
4299 4240 3
7320 14294 4
9549 1917 18
18644 18276 5
7328 8222 2
13588 8077 7
4088 2903 13
10007 11817 2
1765 3843 6
14187 11721 1
1868 1747 16
11598 12132 18
1915 18964 16
16968 6758 1
8724 5885 3
3715 12932 7
16708 3225 3
166 14228 11
830 639 9
12813 4204 8
13144 18412 3
14706 18503 7
18976 18525 9
14154 17757 3
784 16413 20
7358 18859 5
6829 16702 5
13217 12824 14
15722 410 14
1244 10347 1
5476 7524 12
13835 3097 12
5224 2215 19
6141 4570 10
12435 626 9
18587 3826 16
12325 2942 17
4315 5421 6
2183 10709 14
14972 13037 2
16379 14024 9
4856 9353 16
10277 174 10
9754 17141 5
11360 4196 20
7029 4499 10
15554 9704 2
827 14922 1
15300 6513 3
2497 4863 5
18085 15386 10
13514 8808 1
11372 934 18
4316 17648 11
14128 10614 9
275 18828 9
6313 4528 18
7578 6137 14
1387 6398 2
18274 9469 5
15462 837 13
15262 17906 3
12360 11948 13
10676 14957 10
14335 15338 1
8365 4371 9
12683 11252 1
17688 1327 7
11078 4295 3
13720 8639 6
6772 1285 8
17743 15386 11
3909 7804 15
18104 4505 2
18625 6086 20
10160 9320 15
18743 13277 9
18260 8231 20
16226 1422 3
657 12694 4
4418 15922 10
981 6455 11
10771 12931 15
8399 15272 6
16395 11238 15
11174 16989 13
2054 1730 1
8797 2121 2
8510 10554 19
16832 3700 16
576 12220 5
5900 13435 10
17179 2978 1
14561 17263 8
4072 9020 2
10166 6831 5
5795 5213 7
10197 7332 16
1725 6438 19
9896 18977 14
12973 4899 7
12394 7359 19
11096 10911 7
1190 8764 11
10049 18009 16
5387 14561 13
17766 12356 17
6517 2381 3
13581 5302 20
7225 3909 19
10993 16179 6
7587 17632 12
9205 2159 11
15723 9949 11
5119 15579 3
2473 530 15
1156 16614 4
7541 1755 19
3147 10903 10
17534 3640 8
2045 708 16
14454 15806 3
7699 18468 18
9298 5327 7
18869 4987 18
14275 8068 7
7889 16447 16
17046 16300 2
15721 12651 2
12617 8595 15
10498 12828 8
452 7541 20
551 4691 3
1370 11479 1
9467 2082 13
8755 8690 5
6821 2721 7
11059 8918 6
11132 17643 8
3169 16189 3
5764 16965 3
14017 12610 3
17190 18113 16
13251 10350 8
1017 7466 4
9044 762 9
17554 13161 4
4315 2619 3
9864 9809 19
7801 17149 18
18743 64 15
2354 11350 10
6875 18379 13
5812 16173 4
18585 5934 17
9134 16721 11
7485 5184 18
15823 13151 7
6052 15001 4
14521 13294 16
13969 1299 1
13137 8913 3
18957 5756 7
9940 7680 13
16808 10992 20
15478 10670 2
12361 13433 16
15414 9282 13
16273 30 7
16068 730 9
9671 4130 4
16101 6916 8
1598 7812 1
1266 15969 15
18665 5182 15
11788 15804 12
12083 13317 9
13835 921 16
15385 14986 5
9755 13739 17
5989 6624 8
7238 3476 7
11452 10701 11
14309 7868 5
13165 11849 1
3133 10972 16
6493 17873 5
2285 12907 5
11176 3291 15
6339 14711 2
11768 14252 6
5853 5147 17
11457 7886 9
12732 17244 20
8339 18726 8
2515 5781 11
10297 1072 10
11229 1827 12
9084 13422 19
10695 13826 3
3911 4236 12
6706 13923 14
15978 14513 11
12403 16123 10
529 926 16
5759 5163 18
11949 13766 15
16203 16345 12
18979 5508 10
18764 13781 9
17878 4350 10
3060 8204 11
12005 15317 8
259 2972 6
2000 3500 13
10587 14293 20
11448 6087 9
16065 16641 7
18176 12903 3
10382 7481 13
1170 17965 19
9774 6874 2
3633 13416 20
14697 2158 10
7206 13307 16
9794 9587 19
5885 6831 11
6792 18291 1
4547 12419 20
5982 6066 10
8462 11466 16
9386 7086 10
10043 2662 12
13068 15660 15
6093 8901 1
10079 17021 15
2562 6274 15
12581 14372 19
3969 13847 10
10918 6385 2
12449 12859 12
11049 15255 17
9572 7502 13
15838 15024 7
1472 11740 9
13915 5008 13
11114 7697 16
18105 8478 19
11290 6621 9
9392 9981 1
7359 4927 5
4165 4535 5
17439 2190 2
6911 2986 4
11780 8366 16
1679 2942 4
7075 10926 11
12076 10726 5
16867 17813 13
6270 1836 17
16070 15885 8
1612 4454 8
4279 16067 11
17768 3364 13
2025 5148 17
3548 14745 13
3061 17210 7
18787 2424 12
17648 7086 14
972 16007 9
8286 3598 11
7836 5897 7
4313 17916 19
18953 17698 11
12009 14005 9
4308 14752 1
1084 18188 6
17388 16165 1
5214 8037 12
12784 1946 13
4657 18097 19
5346 8064 15
12591 17094 6
7328 14394 14
5951 9415 11
7367 5827 1
8746 7365 14
163 6894 16
14360 8855 16
13489 13368 9
11144 6674 13
17209 3468 4
4842 6188 17
2786 14078 14
1314 7053 8
3241 18166 16
4409 14456 11
4163 15321 17
13550 10845 16
224 10898 6
4427 7333 4
9257 1313 3
11885 13403 10
14095 1857 12
18405 4629 12
17237 2891 20
17139 16449 16
5386 7138 16
7698 6306 13
10077 7837 13
321 11894 11
8121 535 19
5929 2127 12
11186 2860 15
8607 18818 8
17653 14910 9
13594 3334 11
18780 15963 9
17833 4779 13
6998 2093 15
796 12843 18
15486 2016 19
12434 7301 12
6684 5148 3
3309 7225 10
5793 2094 8
322 7382 9
12931 15809 2
11940 12557 17
17690 15979 1
13191 4382 19
14457 4054 15
4049 7691 9
15685 2152 17
10081 3224 17
13567 13010 14
2115 4834 2
5725 4139 16
4789 3383 20
16066 4287 6
15426 17121 13
2851 18895 7
2849 12132 19
7364 5340 9
4596 16930 2
5657 15047 13
556 10106 2
17355 8644 4
746 988 16
2881 2608 10
15399 7729 13
17209 5622 1
3638 9088 7
15859 3685 2
6508 9984 3
14452 15904 11
1543 16215 3
11507 8057 18
9994 17673 10
1472 12277 3
15898 13902 18
15518 7954 19
1196 2087 1
7435 3719 16
17431 8292 2
2675 14605 12
1766 4522 8
14708 15882 11
10170 3701 7
4103 11799 19
9260 1546 6
791 7922 17
7530 281 9
10059 11088 20
17984 5926 16
9038 13308 17
10407 7504 14
5932 12320 10
